NOA_PP_LAT_5_ID|JUR|PARID|ALTID|TAXYR|OWNERNAME|ADDR1|ADDR2|CITYNAME|STATECODE|ZIP1|PIN|CONTACT_NAME|CONTACT_PHONE|CONTACT_FAX|CONTACT_EMAIL|PROPERTY_ADDRESS|TAXPAYER_NAME|TAXPAYER_PREPARED_DATE|TAX_PREPARER_NAME|TAX_PREPARER_PHONE|TAX_PREPARER_EMAIL|TAX_PREPARER_PREPARED_DATE|FORM_ID
1874|3|4500-NDORGENOISST1P|39P130304P|2014|"BRIDGEWELL RESOURCES LLC"|"P O BOX 23372"||TIGARD|OR|97281|123456|"TACY LIND"|5048723566|||"4500 N DORGENOIS ST 1"|||||||1874
1875|3|1841-ALMONASTERAV01P|39P119702P|2014|"CITI TRENDS INC."|"630 NORTH CENTRAL EXPRESSWAY"|"SUITE A"|PLANO|TX|75074|123456|"TODD JORDAN"|4693261401|||"1841  ALMONASTER AV 01"|||||||1875
1876|3|3069-GENTILLYBLP|37P201126P|2014|"RAINBOW USA INC."|"ATTN: B LACCETTI"|"P.O BOX 548"|"GLEN ROCK"|NJ|7452|123456|"JERRY LORUSSO"|2016707400|||"3069  GENTILLY BL "|||||||1876
1877|3|6317-STCLAUDEAVP|39P112111P|2014|"T-MOBILE CENTRALL LLC"|"12920 SOUTHEAST 38TH ST"||BELLEVUE|WA|98006|123456|"BRANDON BAYS"|4253835282|||"6317  ST CLAUDE AV "|||||||1877
1878|3|1733-NCLAIBORNEAVP|37P106110P|2014|"T-MOBILE CENTRAL LLC"|"ATTN: PROPERTY TAX DEPARTMENT"|"12920 SE 38TH ST"|BELLEVUE|WA|98006|123456|"BRANDON BAYS"|4253835282|4253835071|PROPERTYTAXDEPARTMENT@T-MOBILE|"1733 N CLAIBORNE AV "|||||||1878
1879|3|2533-COLUMBUSST1P|37P205568P|2014|"T-MOBILE CENTRAL LLC"|"ATTN: PROPERTY TAX DEPARTMENT"|"12920 SE 38TH ST"|BELLEVUE|WA|98006|123456|"BRANDON BAYS"|4253835282|4253835041||"2533  COLUMBUS AV A"|||||||1879
1880|3|7490-PARISRDA1P|39P301853P|2014|"T-MOBILE CENTRAL LLC"|"ATTN:PROPERTY TAX DEPARTMENT"|"12920 SE 38TH ST."|BELLEVUE|WA|98006|123456|"BRANDON BAYS"||||"7490  PARIS RD A1"|||||||1880
1881|3|4325-NPRIEURSTCP|39P122711P|2014|"T-MOBILE CENTRAL LLC"|"ATTN: PROPERTY TAX DEPARTMENT"|"12920 SE 38TH ST."|BELLEVUE|WA|98006|123456|"BRANDON BAYS"||||"4325 N PRIEUR ST C"|||||||1881
1882|3|2110-ROYALSTAP|37P205591P|2014|"T-MOBILE CENTRAL LLC"|"ATTN: PROPERTY TAX DEPARTMENT"|"12920 SE TAX DEPARTMENT"|BELLEVUE|WA|98006|123456|"BRANDON BAYS"||||"2110  ROYAL ST A"|||||||1882
1883|3|10001-LAKEFORESTBDT-MOBILEP|39P207102P|2014|"T-MOBILE CENTRAL LLC"|"ATTN: PROPERTY TAX DEPARTMENT"|"12920 SE 38TH ST."|BELLEVUE|WA|98006|123456|"BRANDON BAYS"||||"10001  LAKE FOREST BL T-MOBILE"|||||||1883
1884|3|2000-LAKESHOREDRT-MOBILEP|37P203127P|2014|"T-MOBILE CENTRAL LLC"|"ATTN: PROPERTY TAX DEPARTMENT"|"12920 SE 38TH ST."|BELLEVUE|WA|98006|123456|"BRANDON BAYS"||||"2000  LAKESHORE DR T-MOBILE"|||||||1884
1885|3|1950-ABUNDANCESTAP|37P013012P|2014|"R.A.M.M PLUMBING LLC"|"1950 ABUNDANCE STREET"||"NEW ORLEANS"|LA|70122|123456|||||"1950  ABUNDANCE ST A"|||||||1885
1886|3|3138-ANNETTESTP|37P013013P|2014|"PERRAULT KIDDY KOLLEGE"|"3138 ANNETTE STREET"||"NEW ORLEANS"|LA|70122|123456|"HARRY & DOROTHY PERRAULT"|5044817622|||"3138  ANNETTE ST "|||||||1886
1887|3|2126-APTUREAUDAVBP|37P013014P|2014|"ARIANNE BOUTIQUE"|"2126 AP TUREAUD AVENUE"|"SUITE B"|"NEW ORLEANS"|LA|70122|123456|||||"2126  A P TUREAUD AV B"|||||||1887
1888|3|2901-APTUREAUDAVP|37P013016P|2014|"CUSTOM AIR SYSTEM| LLC"|"2901 AP TUREAUD AVENUE"||"NEW ORLEANS"|LA|70122|123456|"GENE CHAUF 504- 944-6736"|5049446736|5049449930|GENEC@GALLOMECH.COM|"2901  A P TUREAUD AV "|||||||1888
1889|3|2500-BAYOURDP|37P013021P|2014|"SIGNS BY RALPH"|"1131 RICHLAND ROAD"||"NEW ORLEANS"|LA|70114|123456|||||"2500  BAYOU RD "|||||||1889
1890|3|2506-BAYOURDP|37P013022P|2014|"KING & QUEEN"|"2500 BAYOU ROAD"||"NEW ORLEANS"|LA|70119|123456|||||"2506  BAYOU RD "|||||||1890
1891|3|2511-BAYOURDBP|37P013023P|2014|"THE PERFECT LOOK BEAUTY SALON"|"2511 BAYOU ROAD"|"SUITE B"|"NEW ORLEANS"|LA|70119|123456|||||"2511  BAYOU RD B"|||||||1891
1892|3|2511-BAYOURDDP|37P013024P|2014|"BAYOU EQUITY"|"2511 BAYOU ROAD"|"SUITE D"|"NEW ORLEANS"|LA|70119|123456|||||"2511  BAYOU RD D"|||||||1892
1893|3|2514-BAYOURD01P|37P013025P|2014|"CAJUN KING"|"14311 DWYER BLVD"||"NEW ORLEANS"|LA|70129|123456|||||"2514  BAYOU RD 01"|||||||1893
1894|3|3245-GENTILLYBDP|38P100113P|2014|"BOYD BROOKS FUNERAL SERVICES LLC"|"3245 GENTILLY BLVD."||"NEW ORLEANS"|LA|70122|123456||5042821202|5042823730|BOYDBROOKS@NOCOXMAIL.COM|"3245  GENTILLY BL "|||||||1894
1895|3|2518-BAYOURD01P|37P013026P|2014|"THE SPOT"|"2518 BAYOU ROAD"||"NEW ORLEANS"|LA|70119|123456|||||"2518  BAYOU RD 01"|||||||1895
1896|3|2563-BAYOURDBP|37P013028P|2014|"THE AFTERMATH BARBER & BEAUTY SALON"|"2563 BAYOU ROAD"|"SUITE B"|"NEW ORLEANS"|LA|70119|123456|||||"2563  BAYOU RD B"|||||||1896
1897|3|1451-NBROADST01P|37P013031P|2014|"SALON DELA CHIC"|"1451 NORTH BROAD STREET"||"NEW ORLEANS"|LA|70119|123456|"DEBRA A. CRAIN-504-717-9990"||||"1451 N BROAD ST 01"|||||||1897
1898|3|1465-NBROADST01P|37P013033P|2014|"JOHNSON & ASSOCIATES LLC"|"1465 NORTH BROAD STREET"||"NEW ORLEANS"|LA|70119|123456|||||"1465 N BROAD ST 01"|||||||1898
1899|3|1504-NBROADST01P|37P013034P|2014|"CINDY'S LITTLE SCHOLARS"|"1504 NORTH BROAD STREET"||"NEW ORLEANS"|LA|70119|123456|||||"1504 N BROAD ST 01"|||||||1899
1900|3|1541-NBROADSTBP|37P013035P|2014|"JAH GHETTO BEGINNING II"|"2337 ST ROCH AVENUE"||"NEW ORLEANS"|LA|70117|123456|"NATHANIEL BUTLER"|5047016927|5047109056||"1541 N BROAD ST B"|||||||1900
1901|3|6305-ELYSIANFIELDSAV301BP|38P100320P|2014|"HAMILTON LAW ASSOCIATES LLC"|"6305 ELYSIAN FIELDS AVE."|"SUITE 301B"|"NEW ORLEANS"|LA|70122|123456|"PETER HAMILTON III"|5042861515|||"6305  ELYSIAN FIELDS AV 301B"|||||||1901
1902|3|1021-KERLERECSTP|37P013095P|2014|"MAISON DE LAGNIAPPE"|"1021 KERLEREC STREET"||"NEW ORLEANS"|LA|70116|123456|"DON DOWNS"|5049448966|||"1021  KERLEREC ST "|||||||1902
1903|3|1658-NBROADSTP|37P013020P|2014|"QUICK TAXES & BUSINESS SOLUTIONS"|"1658 N BROAD STREET"||"NEW ORLEANS"|LA|70119|123456|||||"1658 N BROAD ST "|||||||1903
1904|3|2190-NBROADSTP|37P013041P|2014|"RSVP SALON"|"2190 N BROAD STREET"||"NEW ORLEANS"|LA|70119|123456|||||"2190 N BROAD ST "|||||||1904
1905|3|435-ESPLANADEAV2P|37P013048P|2014|"CAFE BAMBOO"|"435 ESPLANADE AV"|"SUITE 2"|"NEW ORLEANS"|LA|70116|123456|||||"435  ESPLANADE AV 2"|||||||1905
1906|3|1531-NCLAIBORNEAVP|37P013088P|2014|"T-SHIRT DESIGNS & PLUS"|"1531 N CLAIBORNE AVENUE"||"NEW ORLEANS"|LA|70116|123456|||||"1531 N CLAIBORNE AV "|||||||1906
1907|3|2051-CATONSTBP|37P013047P|2014|"NOLA COPY & PRINT COMPANY"|"2051 CATON STREET"|"SUITE B"|"NEW ORLEANS"|LA|70122|123456|"PERCY J. MARCHAN-"||||"2051  CATON ST B"|||||||1907
1908|3|2073-CATONST01P|37P120712P|2014|"ALLSTATE INSURANCE COMPANY"|"THREE RESOURCE SQUARE"|"10815 DAVID TAYLOR DRIVE"|CHARLOTTE|NC|28262|123456|"PAM WELBORN"|7047173885|||"2073  CATON ST 01"|||||||1908
1909|3|1781-NDORGENOISSTP|37P013068P|2014|"BUTTERMILK DROP CAFE"|"1781 N DORGENOIS STREET"||"NEW ORLEANS"|LA|70119|123456|||||"1781 N DORGENOIS ST "|||||||1909
1910|3|3201-ESPLANADEAVBP|37P013056P|2014|"SANTA FE"|"3201 ESPLANADE AV"|"SUITE B"|"NEW ORLEANS"|LA|70119|123456|||||"3201  ESPLANADE AV B"|||||||1910
1911|3|1530-MIRABEAUAVP|37P013081P|2014|"SUPER SUDS #2"|"PO BOX 1841"||COVINGTON|LA|70434|123456|"LAWSON HARVEY/HARVILLE STEWART"|9588719443|||"1530  MIRABEAU AV "|||||||1911
1912|3|2137-LAPEYROUSESTP|37P013114P|2014|"KUTT KREATORS BARBER SHOP"|"2137 LAPEYROUSE"||"NEW ORLEANS"|LA|70122|123456|||||"2137  LAPEYROUSE ST "|||||||1912
1913|3|1535-NCLAIBORNEAVP|37P013089P|2014|"JUST CHILL"|"1535 N CLAIBORNE AVUENE"||"NEW ORLEANS"|LA|70116|123456|||||"1535 N CLAIBORNE AV "|||||||1913
1914|3|1544-NCLAIBORNEAVAP|37P013090P|2014|"AVENUE HAIR SALON"|"1544 N CLAIBORNE AVENUE"|"SUITE A"|"NEW ORLEANS"|LA|70116|123456|||||"1544 N CLAIBORNE AV A"|||||||1914
1915|3|2422-MUSICSTP|38P100220P|2014|"MRS J'S LITTLE ANGLES DEVELOPMENT CENTER"|"2422 MUSIC STREET"||"NEW ORLEANS"|LA|70117|123456|||||"2422  MUSIC ST "|||||||1915
1916|3|1468-NCLAIBORNEAVP|37P013091P|2014|"CRESCENT CITY REALTY CO."|"1468 N CLAIBORNE AVENUE"||"NEW ORLEANS"|LA|70116|123456|||||"1468 N CLAIBORNE AV "|||||||1916
1917|3|1408-FRANKLINAVP|38P100335P|2014|"JOE'S AFRO HUNT BARBER SHOP"|"1408 FRANKLIN AV"||"NEW ORLEANS"|LA|70117|123456|"JOSEPH FOSTER-504-258-6771"||||"1408  FRANKLIN AV "|||||||1917
1918|3|2615-DREUXAVP|38P100151P|2014|"SALON MAGIC"|"2615 DREUX AVENUE"||"NEW ORLEANS"|LA|70122|123456|||||"2615  DREUX AV "|||||||1918
1919|3|1571-NCLAIBORNEAVP|37P013096P|2014|"SALON NAMASTE"|"1571 N CLAIBORNE AVENUE"||"NEW ORLEANS"|LA|70116|123456|||||"1571 N CLAIBORNE AV "|||||||1919
1920|3|1834-NCLAIBORNEAVP|37P013102P|2014|"SALON MAGIC #2"|"1834 N CLAIBORNE AVENUE"||"NEW ORLEANS"|LA|70116|123456|||||"1834 N CLAIBORNE AV "|||||||1920
1921|3|2132-PORTSTP|39P015944P|2014|"CHIEF AUTO BODY & FENDER WORKS"|"2132 PORT STREET"||"NEW ORLEANS"|LA|70117|123456||5049451145|5049451146||"2132  PORT ST "|||||||1921
1922|3|1603-FRANKLINAVP|39P015909P|2014|"ESSENCE HAIR & BEAUTY SUPPLY"|"1603 FRANKLIN AVENUE"||"NEW ORLEANS"|LA|70117|123456|"K M ABDELWAHHAB    T J ALHATTAL"||||"1603  FRANKLIN AV "|||||||1922
1923|3|1607-FRANKLINAVP|39P015910P|2014|"LAUNDROMAT CENTER"|"1607 FRANKLIN AV"||"NEW ORLEANS"|LA|70117|123456|||||"1607  FRANKLIN AV "|||||||1923
1924|3|2327-ROBERTELEEBLP|38P100222P|2014|"POSITIVE START"|"2327 ROBERT E LEE BL"||"NEW ORLEANS"|LA|70122|123456|||||"2327  ROBERT E LEE BL "|||||||1924
1925|3|1609-FRANKLINAVP|39P015911P|2014|"MOLLY NAILS"|"1028 TOWNSEND PLACE"||HARVEY|LA|70058|123456|"THUY T TRUONG"|5042529208|||"1609  FRANKLIN AV "|||||||1925
1926|3|2560-ROBERTELEEBLP|38P100223P|2014|"R & R BARBER SHOP"|"1595 HUNTERS POINT ROAD"||SLIDELL|LA|70460|123456||5046384412|||"2560  ROBERT E LEE BL "|||||||1926
1927|3|1611-FRANKLINAVP|39P015912P|2014|"RI LIN / RED APPLE"|"1611 FRANKLIN AV"||"NEW ORLEANS"|LA|70117|123456|"RI LIN"|5049488838|||"1611  FRANKLIN AV "|||||||1927
1928|3|6305-ELYSIANFIELDSAV203AP|38P100156P|2014|"HAMILTON REALTY COMPANY| LLC"|"6305 ELYSAIN FIELDS AVE"||"NEW ORLEANS"|LA|70122|123456|||||"6305  ELYSIAN FIELDS AV 203A"|||||||1928
1929|3|2601-NVILLERESTP|39P015920P|2014|"LB SAINTS FOOD STORE"|"2601 N VILLERE STREET"||"NEW ORLEANS"|LA|70117|123456|||||"2601 N VILLERE ST "|||||||1929
1930|3|6305-ELYSIANFIELDSAV207BP|38P100161P|2014|"JUAN A LA FONTA & ASSOC LLC"|"6305 ELYSIAN FIELDS AVENUE"|"SUITE 207"|"NEW ORLEANS"|LA|70122|123456|"JUAN LA FONTA"|5042884911|5042833303||"6305  ELYSIAN FIELDS AV 207B"|||||||1930
1931|3|5363-FRANKLINAVP|38P100339P|2014|"JUJU BAG CAGE & SALON"|"5363 FRANKLIN AV"||"NEW ORLEANS"|LA|70122|123456|||||"5363  FRANKLIN AV "|||||||1931
1932|3|6600-FRANKLINAVA1P|38P100344P|2014|"FROG USA| INC"|"P O BOX 956219"||DULUTH|GA|30095|123456||7702912029|6283172276||"6600  FRANKLIN AV A-1"|||||||1932
1933|3|6600-FRANKLINAVA2P|38P100346P|2014|"PAMPER & POLISH NAIL SALON"|"6600 FRANKLIN AV"|"SUITE A-2"|"NEW ORLEANS"|LA|70122|123456|||||"6600  FRANKLIN AV A2"|||||||1933
1934|3|6600-FRANKLINAVB1P|38P100350P|2014|"P J'S COFFEE OF NEW ORLEANS"|"6600 FRANKLIN AV"|"SUITE B-1"|"NEW ORLEANS"|LA|70122|123456|||||"6600  FRANKLIN AV B1"|||||||1934
1935|3|6600-FRANKLINAVB2P|38P100351P|2014|"QUIZNO'S SUB"|"6600 FRANKLIN AV"|"SUITE B-2"|"NEW ORLEANS"|LA|70122|123456|||||"6600  FRANKLIN AV B2"|||||||1935
1936|3|5335-VENUSSTP|38P100241P|2014|"FRIENDS SALON"|"5335 VENUS ST"||"NEW ORLEANS"|LA|70122|123456|"TANYA HAYNES"|5049438383||FRIENDSHAIRSALON@YAHOO.COM|"5335  VENUS ST "|||||||1936
1937|3|2402-STCLAUDEAVAP|38P100236P|2014|"THE SHADOW BOX THEATRE"|"2402 ST CLAUDE  AVENUE"|"UNIT A"|"NEW ORLEANS"|LA|70117|123456|||||"2402  ST CLAUDE AV A"|||||||1937
1938|3|5961-BULLARDAV3P|39P016171P|2014|"BASKIN ROBBINS"|"5961 BULLARD AVENUE"|"SUITE 3"|"NEW ORLEANS"|LA|70128|123456|||||"5961  BULLARD AV 3"|||||||1938
1939|3|5961-BULLARDAV10P|39P016169P|2014|"PIZZA STOP"|"5961 BULLARD AVENUE"||"NEW ORLEANS"|LA|70128|123456|"JAMARR HILL"|5042407442||PIZZASTOPNO@YAHOO.COM|"5961  BULLARD AV 10"|||||||1939
1940|3|5961-BULLARDAV1P|39P016168P|2014|SUBWAY|"5961 BULLARD AVENUE"|"SUITE 1"|"NEW ORLEANS"|LA|70128|123456|"GREG JACOBS"|5042344896|||"5961  BULLARD AV 1"|||||||1940
1941|3|5555-BULLARDAV104P|39P016166P|2014|"STATE FARM AUTOMOBILE INSURANCE CO."|"5555 BULLARD AVENUE"|"SUITE 104"|"NEW ORLEANS"|LA|70128|123456|"THERESA HARMS 309-766-1630"||||"5555  BULLARD AV 104"|||||||1941
1942|3|5741-CROWDERBLA11P|39P016366P|2014|SUBWAY|"5741 CROWDER BL"|"UNIT A11"|"NEW ORLEANS"|LA|70127|123456|"GREG JACOB"||||"5741  CROWDER BL A11"|||||||1942
1943|3|9515-ALMONASTERRDP|39P016158P|2014|"M & R DISPOSAL SERVICES INC."|"9515 ALMONASTER ROAD"||"NEW ORLEANS"|LA|70127|123456|"MICHAEL RAINES OR FRANK MANTHEY"|5042406880|5042406806|DISPOSALSERVICES@YAHOO.COM|"9515  ALMONASTER RD "|||||||1943
1944|3|5741-CROWDERBLA3P|39P016367P|2014|"BIG MOMMA'S CHICKEN & WAFFLES"|"PO BOX 850585"||"NEW ORLEANS"|LA|70185|123456|||||"5741  CROWDER BL A3"|||||||1944
1945|3|1917-ALMONASTERAVP|39P016151P|2014|"SANDERS SMART START DAY CARE INC."|"1917 ALMONASTER AVENUE"||"NEW ORLEANS"|LA|70117|123456|||||"1917  ALMONASTER AV "|||||||1945
1946|3|5741-CROWDERBLA4P|39P016368P|2014|"DAN BURGHARDHT INSURANCE &"|"TITLE TRANSFERS"|"5741 CROWDER BLVD| STE A4"|"NEW ORLEANS"|LA|70127|123456|||||"5741  CROWDER BL A4"|||||||1946
1947|3|4660-ALCEEFORTIERBDCP|39P016142P|2014|"HONG LIEN ADVANCED COSONBZ TECHNIQUES"|"4660 ALCEE FORTIER BD"|"SUITE C"|"NEW ORLEANS"|LA|70129|123456|||||"4660  ALCEE FORTIER BL C"|||||||1947
1948|3|5741-CROWDERBLA6P|39P016370P|2014|"TIP-N- TOE"|"5741 CROWDER BL"|"UNIT A6"|"NEW ORLEANS"|LA|70127|123456|||||"5741  CROWDER BL A6"|||||||1948
1949|3|5741-CROWDERBLA7P|39P016371P|2014|"BERNARD'S PARLINES OF NEW ORLEANS"|"5741 CROWDER BL"|"UNIT A7"|"NEW ORLEANS"|LA|70127|123456|"SHAWNTEL BERNARD 504-460-5618"|5042440003|||"5741  CROWDER BL A7"|||||||1949
1950|3|1442-ELYSIANFIELDSAVP|37P013129P|2014|"QUICK WASH & DRY"|"1442 ELYSIAN FIELDS AVENUE"||"NEW ORLEANS"|LA|70117|123456|||||"1442  ELYSIAN FIELDS AV "|||||||1950
1951|3|1701-ELYSIANFIELDSAVP|38P100214P|2014|"SPORTS VUE"|"1701 ELYSIAN FIELDS AVENUE"||"NEW ORLEANS"|LA|70117|123456|||||"1701  ELYSIAN FIELDS AV "|||||||1951
1952|3|1715-ELYSIANFIELDSAVCP|38P100227P|2014|"SPOTLIGHT SALON"|"1715 ELYSIAN FIELDS AVENUE"||"NEW ORLEANS"|LA|70117|123456|||||"1715  ELYSIAN FIELDS AV C"|||||||1952
1953|3|1715-ELYSIANFIELDSAVAP|38P100226P|2014|"CB TAX SERVICE"|"1715 ELYSIAN FIELDS AVENUE"|"SUITE A"|"NEW ORLEANS"|LA|70117|123456|||||"1715  ELYSIAN FIELDS AV A"|||||||1953
1954|3|3101-ELYSIANFIELDSAVAP|38P100230P|2014|B-XPRESS|"3101 ELYSIAN FIELDS AVENUE"|"SUITE A"|"NEW ORLEANS"|LA|70122|123456|||||"3101  ELYSIAN FIELDS AV A"|||||||1954
1955|3|3101-ELYSIANFIELDSAVBP|38P100231P|2014|"ALL STAR OUTFITTERS"|"3101 ELYSIAN FIELDS AVENUE"|"SUITE B"|"NEW ORLEANS"|LA|70122|123456|||||"3101  ELYSIAN FIELDS AV B"|||||||1955
1956|3|3131-ELYSIANFIELDSAVP|38P100232P|2014|"COX COMMUNICATIONS INC"|"C/O DARLENE DANIELS 12TH FLOOR"|"6205 PEACHTREE DUNWOODY RD NE"|ATLANTA|GA|30328|123456|"DARLENE DANIELS-404- 843-5475"||||"3131  ELYSIAN FIELDS AV "|||||||1956
1957|3|5961-BULLARDAV4P|39P016172P|2014|"FAMILY DENTAL CENTER"|"5961 BULLARD AVENUE"||"NEW ORLEANS"|LA|70128|123456|||||"5961  BULLARD AV 4"|||||||1957
1958|3|5961-BULLARDAV6P|39P016173P|2014|"ABUNDANT LIFE ADULT DAY"|"5961 BULLARD AVENUE"|"SUITE 6"|"NEW ORLEANS"|LA|70128|123456|||||"5961  BULLARD AV 6"|||||||1958
1959|3|5741-CROWDERBLA8P|39P016372P|2014|"WHO DAT BARBER SHOP"|"5741 CROWDER BLVD"|"SUITE A8"|"NEW ORLEANS"|LA|70127|123456|||||"5741  CROWDER BL A8"|||||||1959
1960|3|5961-BULLARDAV789P|39P016174P|2014|"PARTY CAFE"|"5961 BULLARD AVENUE"|"SUITES 7|8|9"|"NEW ORLEANS"|LA|70128|123456|||||"5961  BULLARD AV 789"|||||||1960
1961|3|5741-CROWDERBLA9P|39P016373P|2014|"CAMP DRESSER & MC KEE"|"5741 CROWDER BL"|"UNIT A9"|"NEW ORLEANS"|LA|70126|123456|||||"5741  CROWDER BL A9"|||||||1961
1962|3|11020-MORRISONRDP|39P015932P|2014|"DOLLAR GENERAL STORE #12090"|"DOLGENCORP| LLC"|"100 MISSION RIDGE -TAX DEPT"|GOODLETTSVILLE|TN|37072|123456||3173481341||SJOHNSON@CORP-TAX.NET|"11020  MORRISON RD "|||||||1962
1963|3|5741-CROWDERBLB1P|39P016374P|2014|"PEKING HOUSE"|"5741 CROWDER BL"|"UNIT B1"|"NEW ORLEANS"|LA|70127|123456|"QI LIN DONG"|5042440891|||"5741  CROWDER BL B1"|||||||1963
1964|3|5301-ELYSIANFIELDSAVP|38P100117P|2014|"SWANSON & ASSOCIATES INC"|"5301 ELYSIAN FIELDS AVENUE"||"NEW ORLEANS"|LA|70122|123456|"DONNA SWANSON"|504821303|5048219474||"5301  ELYSIAN FIELDS AV "|||||||1964
1965|3|6325-ELYSIANFIELDSAVP|38P100120P|2014|"MUNCH FACTORY"|"6325 ELYSIAN FIELDS AVE"||"NEW ORLEANS"|LA|70122|123456|||||"6325  ELYSIAN FIELDS AV "|||||||1965
1966|3|421-FRENCHMENST300P|37P013147P|2014|"JEFFREY T. GREENBERG| APLC"|"421 FRENCHMEN STREET"|"SUITE 200"|"NEW ORLEANS"|LA|70116|123456|"JEFF GREENGERG"|5049441444||JEFF@PLAZALAW.COM|"421  FRENCHMEN ST 300"|||||||1966
1967|3|421-FRENCHMENST301P|37P013148P|2014|"ENDAN WORLDWIDE"|"421 FRENCHMEN STREET"|"SUITE 301"|"NEW ORLEANS"|LA|70116|123456|||||"421  FRENCHMEN ST 301"|||||||1967
1968|3|421-FRENCHMENSTP|37P013149P|2014|"THE JUNQUE SHOP"|"421 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70116|123456|"BRUCE BLEW|504)453-2199"|5044532199|||"421  FRENCHMEN ST "|||||||1968
1969|3|504-FRENCHMENSTBP|37P013152P|2014|"MONA'S CAFE"|"504 FRENCHMEN STREET"|"SUITE B"|"NEW ORLEANS"|LA|70116|123456|"KARIM TAHA"|5044001242|||"504  FRENCHMEN ST B"|||||||1969
1970|3|532-FRENCHMENSTP|37P013156P|2014|"BLUE NILE NIGHT CLUB"|"532 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70116|123456|||||"532  FRENCHMEN ST "|||||||1970
1971|3|609-FRENCHMENSTP|37P013159P|2014|"APPLE BARREL CLUB"|"609 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70116|123456|||||"609  FRENCHMEN ST "|||||||1971
1972|3|813-FRENCHMENSTP|37P013163P|2014|"WORLD FAMOUS FORBIDDEN ART"|"813 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70116|123456|||||"813  FRENCHMEN ST "|||||||1972
1973|3|2800-FRENCHMENSTP|37P013167P|2014|"BAKER READY MIX"|"2800 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70122|123456|||||"2800  FRENCHMEN ST "|||||||1973
1974|3|2801-FRENCHMENSTP|37P013168P|2014|"RAY BROTHERS INC."|"2801 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70122|123456|"MADONNA SCHWINDLING"|5049458069|||"2801  FRENCHMEN ST "|||||||1974
1975|3|2815-FRENCHMENSTP|37P013169P|2014|"CELEBRATION DISTILLATION CORPORATION"|"2815 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70122|123456|||||"2815  FRENCHMEN ST "|||||||1975
1976|3|3520-FRENCHMENSTP|37P013142P|2014|"PERRAUTT KIDDIE KOLLEGE"|"3520 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70122|123456|"HARRY & DOROTHY PERRAULT"|5042457221|||"3520  FRENCHMEN ST "|||||||1976
1977|3|3745-FRENCHMENSTP|37P013171P|2014|"A-1 AUTO TIRE REPAIR"|"3745 FRENCHMEN STREET"||"NEW ORLEANS"|LA|70122|123456|||||"3745  FRENCHMEN ST "|||||||1977
1978|3|3821-FRENCHMENSTBP|37P013177P|2014|"PURE BEAUTY SALON"|"3821 FRENCHMEN STREET"|"SUITE B"|"NEW ORLEANS"|LA|70122|123456|||||"3821  FRENCHMEN ST B"|||||||1978
1979|3|1739-NGALVEZSTP|37P013183P|2014|"BIG CHIEF SNO BALLS"|"1739 NORTH GALVEZ STREET"||"NEW ORLEANS"|LA|70119|123456|||||"1739 N GALVEZ ST "|||||||1979
1980|3|1839-GENTILLYBLP|37P013184P|2014|"JUST US SOUL FOOD"|"1839 GENTILLY BLVD."||"NEW ORLEANS"|LA|70116|123456|||||"1839  GENTILLY BL "|||||||1980
1981|3|1841-GENTILLYBLP|37P013185P|2014|"CLUB GENTILLY"|"1841 GENTILLY BLVD"||"NEW ORLEANS"|LA|70116|123456|||||"1841  GENTILLY BL "|||||||1981
1982|3|3114-GENTILLYBLP|37P013196P|2014|"EBONE HAIR & BEAUTY SUPPLIES"|"1916 POMONA ST"||METAIRIE|LA|70005|123456|"HO-HOON LEE"|5042026928|||"3114  GENTILLY BL "|||||||1982
1983|3|3129-GENTILLYBLP|37P013198P|2014|"BOSS STATUS"|"3129 GENTILLY BLVD."||"NEW ORLEANS"|LA|70122|123456|||||"3129  GENTILLY BL "|||||||1983
1984|3|3135-GENTILLYBLP|37P013199P|2014|"HRB TAX GROUP INC"|"ONE H&R BLOCK WAY"||"KANSAS CITY"|MO|64105|123456|"KALPITA PATHAK"|8165041828|||"3135  GENTILLY BL "|||||||1984
1985|3|3161-GENTILLYBLP|37P013201P|2014|"CAPITAL ONE NA"|"PO BOX 810490"||DALLAS|TX|75381|123456|"MICHELLE NICHOLS"|2143067452|||"3161  GENTILLY BL "|||||||1985
1986|3|3216-GENTILLYBLP|38P100119P|2014|"WALGREENS LOUISIANA COMPANY INC"|"300 WILMOT ROAD"|"MAIL STOP 3301"|DEERFIELD|IL|60015|123456|"VICTORIA ARENSKI"|8475274629|||"3216  GENTILLY BL "|||||||1986
1987|3|3049-GENTILLYBLP|37P013193P|2014|"UNIFORMS BY LOGO EXPRESS"|"3049 GENTILLY BLVD."||"NEW ORLEANS"|LA|70122|123456|||||"3049  GENTILLY BL "|||||||1987
