"JUR","PARID","TAXYR","CATEGORY","PPTYPE","FILEYR","YRACQD","NOUNITS","ACQUISITION_COST","EFFECTIVE_LIFE","CONSIGNER_OWNER_NAME","CONSIGNER_MAILING_ADDR","CONSIGNER_RENTAL_AMT","ITEM_DESCRIPTION","CONSIGNER_TEL_NO"
"2","365-CANALST900P","2025","10","133","2025","2018","1","53885","5","NULL","NULL","NULL","NULL","NULL"
"2","365-CANALST900P","2025","10","133","2025","2019","1","1420","5","NULL","NULL","NULL","NULL","NULL"
"2","365-CANALST900P","2025","10","133","2025","2021","1","17361","5","NULL","NULL","NULL","NULL","NULL"
"2","365-CANALST900P","2025","10","133","2025","2022","1","2131","5","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","08","14","2025","2007","1","3000","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","08","14","2025","2009","1","750","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","08","14","2025","2010","1","1250","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","08","14","2025","2014","1","800","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","08","14","2025","2019","1","400","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","08","14","2025","2024","1","1500","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2007","1","5500","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2010","1","3000","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2013","1","3500","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2014","1","1400","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2019","1","1500","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2022","1","1100","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","10","228","2025","2024","1","1750","10","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","13","1","2025","2011","1","200","15","NULL","NULL","NULL","NULL","NULL"
"2","637-NCARROLLTONAVP","2025","13","18","2025","2014","1","300","20","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2003","1","1792","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2007","1","1377","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2008","1","2393","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2010","1","3810","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2020","1","4548","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","48","2025","2010","1","36680","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","48","2025","2012","1","5353","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","184","2025","2016","1","1245","5","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","222","2025","2016","1","1100","8","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","48","2025","2019","1","4582","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","77","2025","2021","1","7004","5","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","3","2025","2021","1","15039","10","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","264","2025","2022","1","7797","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","3","2025","2022","1","3697","10","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","106","2025","2023","1","2860","5","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","3","2025","2023","1","6927","10","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2023","1","1754","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","08","15","2025","2023","1","4220","12","NULL","NULL","NULL","NULL","NULL"
"2","810-DECATURSTP","2025","10","193","2025","2022","1","1638","25","NULL","NULL","NULL","NULL","NULL"
"2","432-NANTHONYST020P","2025","10","97","2025","2022","1","3740","3","NULL","NULL","NULL","NULL","NULL"
"7","141-WHARRISONAVEP","2025","08","2","2025","2010","1","3590","10","NULL","NULL","NULL","NULL","NULL"
"7","141-WHARRISONAVEP","2025","08","2","2025","2012","1","500","10","NULL","NULL","NULL","NULL","NULL"
"7","141-WHARRISONAVEP","2025","10","30","2025","2010","1","195","10","NULL","NULL","NULL","NULL","NULL"
"7","141-WHARRISONAVEP","2025","10","30","2025","2012","1","100","10","NULL","NULL","NULL","NULL","NULL"
"7","141-WHARRISONAVEP","2025","13","0","2025","2010","1","20000","12","NULL","NULL","NULL","buildout","NULL"
"2","830-CONTIST010P","2025","08","14","2025","2014","1","94368","10","NULL","NULL","NULL","NULL","NULL"
"2","830-CONTIST010P","2025","08","14","2025","2015","1","4734","10","NULL","NULL","NULL","NULL","NULL"
"2","830-CONTIST010P","2025","08","14","2025","2017","1","11570","10","NULL","NULL","NULL","NULL","NULL"
"2","830-CONTIST010P","2025","08","14","2025","2018","1","23744","10","NULL","NULL","NULL","NULL","NULL"
"2","830-CONTIST010P","2025","08","14","2025","2021","1","4127","10","NULL","NULL","NULL","NULL","NULL"
"2","620-NCARROLLTONAV010P","2025","08","13","2025","2015","1","6500","12","NULL","NULL","NULL","NULL","NULL"
"2","620-NCARROLLTONAV010P","2025","10","72","2025","2022","1","3000","3","NULL","NULL","NULL","NULL","NULL"
"2","620-NCARROLLTONAV010P","2025","10","58","2025","2023","1","3000","3","NULL","NULL","NULL","NULL","NULL"
"2","5555-CANALBD010P","2025","08","14","2025","2013","1","2000","10","NULL","NULL","NULL","NULL","NULL"
"2","5555-CANALBD010P","2025","10","228","2025","2013","1","3000","10","NULL","NULL","NULL","NULL","NULL"
"2","5555-CANALBD010P","2025","13","15","2025","2013","1","100","10","NULL","NULL","NULL","NULL","NULL"
"6","6221-SCLAIBORNEAVAP","2025","10","191","2025","2001","1","4591","5","NULL","NULL","NULL","NULL","NULL"
"6","6221-SCLAIBORNEAVAP","2025","10","191","2025","2006","1","2569","5","NULL","NULL","NULL","NULL","NULL"
"6","6221-SCLAIBORNEAVAP","2025","10","191","2025","2011","1","26274","5","NULL","NULL","NULL","NULL","NULL"
"6","6221-SCLAIBORNEAVAP","2025","13","0","2025","2021","1","52174","12","NULL","NULL","NULL","Leasehold improvements","NULL"
"6","6221-SCLAIBORNEAVAP","2025","13","0","2025","2013","1","11358","12","NULL","NULL","NULL","Leasehold improvements","NULL"
"6","6221-SCLAIBORNEAVAP","2025","13","0","2025","2013","1","4558","12","NULL","NULL","NULL","Leasehold improvements","NULL"
"2","4227-BIENVILLEST020P","2025","08","13","2025","2013","1","2393","12","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","08","13","2025","2013","1","649","12","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","08","13","2025","2013","1","124","12","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","08","13","2025","2013","1","390","12","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","10","70","2025","2015","1","8443","3","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","10","70","2025","2016","1","4637","3","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","10","72","2025","2017","1","25950","3","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","10","72","2025","2018","1","15336","3","NULL","NULL","NULL","NULL","NULL"
"2","4227-BIENVILLEST020P","2025","13","0","2025","2013","1","109390","12","NULL","NULL","NULL","LEASEHOLD IMPROVEMENTS","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2013","1","171916","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2014","1","29221","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2018","1","84435","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2016","1","11410","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2021","1","9640","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2017","1","10446","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2018","1","14898","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2018","1","9974","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2018","1","9974","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2020","1","25859","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2015","1","33160","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2015","1","33160","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2012","1","7500","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2012","1","425000","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2012","1","7500","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2017","1","19992","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2019","1","6146","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2010","1","17188","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2011","1","29174","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2012","1","7500","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2014","1","25676","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2017","1","33595","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2017","1","39634","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2018","1","35539","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2018","1","35539","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2013","1","164195","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2012","1","140000","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2013","1","248625","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2014","1","4440","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2015","1","33161","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2017","1","28520","20","NULL","NULL","NULL","NULL","NULL"
"3","2601-FLORIDAAVP","2025","10","78","2025","2017","1","28505","20","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","08","13","2025","2008","1","4100","12","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","08","13","2025","2009","1","4400","12","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","08","13","2025","2010","1","6000","12","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","08","13","2025","2012","1","3800","12","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","08","13","2025","2021","1","1614","12","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","77","2025","2018","1","6763","5","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","70","2025","2018","1","2588","3","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","70","2025","2019","1","4352","3","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","75","2025","2019","1","1933","3","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","70","2025","2020","1","5056","3","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","97","2025","2020","1","4816","3","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","70","2025","2021","1","1279","3","NULL","NULL","NULL","NULL","NULL"
"1","1055-STCHARLESAV701P","2025","10","70","2025","2022","1","8308","3","NULL","NULL","NULL","NULL","NULL"
"1","4611-SCARROLLTONAV01P","2025","08","13","2025","2006","1","2065","12","NULL","NULL","NULL","NULL","NULL"
"1","4611-SCARROLLTONAV01P","2025","10","190","2025","2006","1","1540","3","NULL","NULL","NULL","NULL","NULL"
"1","4611-SCARROLLTONAV01P","2025","10","190","2025","2008","1","475","3","NULL","NULL","NULL","NULL","NULL"
"1","4611-SCARROLLTONAV01P","2025","10","190","2025","2014","1","3326","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2015","1","8731","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2016","1","17820","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2018","1","36143","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","249","2025","2018","1","4817","8","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2019","1","164201","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","72","2025","2019","1","60350","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2020","1","345790","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","70","2025","2020","1","44800","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2021","1","751870","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","249","2025","2021","1","26585","8","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","249","2025","2022","1","24079","8","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2022","1","506137","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","190","2025","2023","1","775824","3","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","94","2025","2023","1","3234","10","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT3016P","2025","10","249","2025","2023","1","7821","8","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","2009","1","4858","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","2008","1","3937","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","2006","1","594","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","2000","1","10120","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1999","1","9216","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1998","1","1259","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1997","1","4612","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1988","1","486","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1987","1","814","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1984","1","2247","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1983","1","1614","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1982","1","1152","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1979","1","783","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","08","13","2025","1977","1","250","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","128","2025","2023","1","65670","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","69","2025","2016","1","118918","3","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","190","2025","2015","1","5450","3","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","2008","1","4270","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","77","2025","2006","1","15283","5","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","2001","1","490","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1993","1","1730","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1992","1","172","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1991","1","92","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1990","1","97","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1989","1","1395","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1988","1","656","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1987","1","225","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","263","2025","1986","1","1987","12","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","191","2025","1982","1","50","5","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","10","191","2025","1981","1","341","5","NULL","NULL","NULL","NULL","NULL"
"7","8400-EARHART1P","2025","13","0","2025","2023","1","66218","12","NULL","NULL","NULL","Roofing","NULL"
"7","8400-EARHART1P","2025","13","0","2025","2011","1","2840","12","NULL","NULL","NULL","Gas furnace","NULL"
"7","8400-EARHART1P","2025","13","0","2025","2009","1","13966","12","NULL","NULL","NULL","Roof Repairs","NULL"
"7","8400-EARHART1P","2025","13","0","2025","2006","1","356575","12","NULL","NULL","NULL","Katrina Improvements","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2012","1","1000","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2012","1","50","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2012","1","50","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2012","1","500","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2012","1","300","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2014","1","45","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2014","1","100","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2015","1","200","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2015","1","50","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","08","15","2025","2021","1","250","12","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","10","51","2025","2020","1","350","5","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","10","70","2025","2012","1","900","3","NULL","NULL","NULL","NULL","NULL"
"2","337-ROYALSTP","2025","10","70","2025","2020","1","500","3","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","08","13","2025","2014","1","9374","12","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","08","13","2025","2015","1","250","12","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","08","13","2025","2020","1","1126","12","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","10","72","2025","2017","1","2875","3","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","10","72","2025","2019","1","1722","3","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","10","72","2025","2019","1","1749","3","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","10","72","2025","2021","1","1093","3","NULL","NULL","NULL","NULL","NULL"
"2","318-HARRISONAV02P","2025","10","72","2025","2023","1","1203","3","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","3073","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","1718","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","220","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","2101","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","2517","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","9854","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","08","13","2025","2019","1","125","12","NULL","NULL","NULL","NULL","NULL"
"4","517-SORAPARUSTP","2025","13","0","2025","2019","1","7740","12","NULL","NULL","NULL","Leasehold Improvements","NULL"
"1","408-MAGAZINESTGROUNDP","2025","10","70","2025","2011","1","13468","3","NULL","NULL","NULL","NULL","NULL"
"1","408-MAGAZINESTGROUNDP","2025","10","70","2025","2012","1","13413","3","NULL","NULL","NULL","NULL","NULL"
"1","408-MAGAZINESTGROUNDP","2025","13","16","2025","2010","1","14481","15","NULL","NULL","NULL","NULL","NULL"
"1","408-MAGAZINESTGROUNDP","2025","13","16","2025","2011","1","9779","15","NULL","NULL","NULL","NULL","NULL"
"1","408-MAGAZINESTGROUNDP","2025","13","16","2025","2015","1","8293","15","NULL","NULL","NULL","NULL","NULL"
"1","408-MAGAZINESTGROUNDP","2025","13","16","2025","2019","1","3146","15","NULL","NULL","NULL","NULL","NULL"
"1","LEASEDEQUIPMENT2849P","2025","10","75","2025","2019","1","5969","3","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","262","2025","2009","1","18651","5","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","262","2025","2021","1","30257","5","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","245","2025","2011","1","7653","10","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","245","2025","2015","1","4713","10","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","245","2025","2018","1","3008","10","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","245","2025","2019","1","2135","10","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","10","245","2025","2022","1","2731","10","NULL","NULL","NULL","NULL","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","13","0","2025","2012","1","1740","12","NULL","NULL","NULL","Steel Door","NULL"
"6","149-ORLEANSVIDEOPOKER88P","2025","13","0","2025","2012","1","2283","12","NULL","NULL","NULL","A/C Unit","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2008","1","13865","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2008","1","10641","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2009","1","1022","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2010","1","515","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2013","1","4369","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2014","1","1499","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2023","1","11478","12","NULL","NULL","NULL","NULL","NULL"
"1","650-POYDRASST2617AP","2025","08","13","2025","2022","1","8942","12","NULL","NULL","NULL","NULL","NULL"
"1","512-SMIROSTP","2025","10","156","2025","2008","1","130000","5","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","08","13","2025","1997","1","16529","12","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","08","13","2025","2021","1","5108","12","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","08","13","2025","2022","1","2884","12","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","10","72","2025","2016","1","8490","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","10","72","2025","2021","1","8490","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","10","72","2025","2022","1","2792","3","NULL","NULL","NULL","NULL","NULL"
"1","1100-POYDRASST2100P","2025","13","0","2025","2011","1","2451","12","NULL","NULL","NULL","Flooring","NULL"
"1","1100-POYDRASST2100P","2025","99","0","2025","NULL","1","NULL","5","Canon Financial Services Inc.","158 Gaither Drive, Suite 200, Mount Laurel, NJ 080","779","Copy Machine","8002200330"
"1","2-POYDRASST02P","2025","10","30","2025","2015","1","10000","10","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","08","13","2025","2018","1","22711","12","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","72","2025","2018","1","2622","3","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","72","2025","2019","1","4047","3","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","70","2025","2018","1","1454","3","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","77","2025","2018","1","6231","5","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","71","2025","2016","1","2279","3","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","250","2025","2018","1","1778","10","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","75","2025","2018","1","1433","3","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","10","69","2025","2016","1","509","3","NULL","NULL","NULL","NULL","NULL"
"1","909-POYDRASST1750P","2025","99","0","2025","NULL","1","NULL","1","pitney bowes","27 Waterview Dr Shelton CT 06484","78","Mail Machine","8442566444"
"1","938-LAFAYETTEST108P","2025","10","70","2025","2020","1","2772","3","NULL","NULL","NULL","NULL","NULL"
